"time","power"
2024-01-08 07:45:29,10
2024-01-08 07:45:40,12
2024-01-08 07:45:50,11
2024-01-08 07:45:56,12
2024-01-08 07:46:01,10
2024-01-08 07:46:06,11
2024-01-08 07:46:16,12
2024-01-08 07:46:54,11
2024-01-08 07:47:04,12
2024-01-08 07:47:10,11
2024-01-08 07:47:15,12
2024-01-08 07:47:20,11
2024-01-08 07:47:57,12
2024-01-08 07:48:02,11
2024-01-08 07:48:08,12
2024-01-08 07:48:18,11
2024-01-08 07:48:24,10
2024-01-08 07:48:29,12
2024-01-08 07:48:45,11
2024-01-08 07:48:55,12
2024-01-08 07:49:01,11
2024-01-08 07:49:06,12
2024-01-08 07:49:11,11
2024-01-08 07:50:30,12
2024-01-08 07:50:36,13
2024-01-08 07:50:46,11
2024-01-08 08:01:00,0
2024-01-08 08:01:05,14
2024-01-08 08:01:16,12
2024-01-08 08:01:21,13
2024-01-08 08:01:31,11
2024-01-08 08:01:42,12
2024-01-08 08:01:53,13
2024-01-08 08:02:08,11
2024-01-08 08:02:35,12
2024-01-08 08:02:40,11
2024-01-08 08:03:17,12
2024-01-08 08:03:22,11
2024-01-08 08:03:27,13
2024-01-08 08:03:33,12
2024-01-08 08:03:44,11
2024-01-08 08:03:49,12
2024-01-08 08:03:54,13
2024-01-08 08:03:59,11
2024-01-08 08:04:05,12
2024-01-08 08:04:10,11
2024-01-08 08:04:21,13
2024-01-08 08:04:26,12
2024-01-08 08:04:36,11
2024-01-08 08:04:47,13
2024-01-08 08:04:58,11
2024-01-08 08:05:03,13
2024-01-08 08:05:08,12
2024-01-08 08:05:19,11
2024-01-08 08:05:24,12
2024-01-08 08:05:35,15
2024-01-08 08:05:40,44
2024-01-08 08:05:45,44
2024-01-08 08:05:50,43
2024-01-08 08:06:12,44
2024-01-08 08:06:22,43
2024-01-08 08:06:27,44
2024-01-08 08:06:33,43
2024-01-08 08:07:04,42
2024-01-08 08:07:09,43
2024-01-08 08:07:26,42
2024-01-08 08:07:31,43
2024-01-08 08:07:47,42
2024-01-08 08:07:52,43
2024-01-08 08:08:03,42
2024-01-08 08:08:08,43
2024-01-08 08:08:13,44
2024-01-08 08:08:29,43
2024-01-08 08:08:40,44
2024-01-08 08:08:45,43
2024-01-08 08:08:55,42
2024-01-08 08:09:01,43
2024-01-08 08:09:22,42
2024-01-08 08:09:43,43
2024-01-08 08:09:54,42
2024-01-08 08:10:04,44
2024-01-08 08:10:15,43
2024-01-08 08:10:31,44
2024-01-08 08:10:52,42
2024-01-08 08:10:57,43
2024-01-08 08:11:18,42
2024-01-08 08:11:23,107
2024-01-08 08:11:29,106
2024-01-08 08:11:55,105
2024-01-08 08:12:00,106
2024-01-08 08:12:06,105
2024-01-08 08:12:11,106
2024-01-08 08:12:22,104
2024-01-08 08:12:27,106
2024-01-08 08:12:43,105
2024-01-08 08:12:48,106
2024-01-08 08:12:59,105
2024-01-08 08:13:04,106
2024-01-08 08:13:14,104
2024-01-08 08:13:20,105
2024-01-08 08:13:25,106
2024-01-08 08:13:36,105
2024-01-08 08:13:46,106
2024-01-08 08:13:51,106
2024-01-08 08:13:57,105
2024-01-08 08:14:02,106
2024-01-08 08:14:13,105
2024-01-08 08:14:18,106
2024-01-08 08:14:28,105
2024-01-08 08:14:34,106
2024-01-08 08:14:39,104
2024-01-08 08:14:50,106
2024-01-08 08:14:55,106
2024-01-08 08:15:00,105
2024-01-08 08:15:05,106
2024-01-08 08:15:32,105
2024-01-08 08:15:37,106
2024-01-08 08:15:42,213
2024-01-08 08:15:48,209
2024-01-08 08:15:53,208
2024-01-08 08:16:04,209
2024-01-08 08:16:09,210
2024-01-08 08:16:19,209
2024-01-08 08:16:25,210
2024-01-08 08:16:30,209
2024-01-08 08:16:51,211
2024-01-08 08:16:56,210
2024-01-08 08:17:02,209
2024-01-08 08:17:07,207
2024-01-08 08:17:18,211
2024-01-08 08:17:23,210
2024-01-08 08:17:28,211
2024-01-08 08:17:39,210
2024-01-08 08:17:44,210
2024-01-08 08:17:55,208
2024-01-08 08:18:00,209
2024-01-08 08:18:16,210
2024-01-08 08:18:32,204
2024-01-08 08:18:37,209
2024-01-08 08:18:47,210
2024-01-08 08:18:53,209
2024-01-08 08:19:09,208
2024-01-08 08:19:14,207
2024-01-08 08:19:19,209
2024-01-08 08:19:24,210
2024-01-08 08:19:30,208
2024-01-08 08:19:35,208
2024-01-08 08:19:46,210
2024-01-08 08:19:51,211
2024-01-08 08:19:56,210
2024-01-08 08:20:01,209
2024-01-08 08:20:12,210
2024-01-08 08:20:28,208
2024-01-08 08:20:38,211
2024-01-08 08:20:44,207
2024-01-08 08:20:49,210
2024-01-08 08:21:05,206
2024-01-08 08:21:10,362
2024-01-08 08:21:15,363
2024-01-08 08:21:21,364
2024-01-08 08:21:26,367
2024-01-08 08:21:37,368
2024-01-08 08:21:42,365
2024-01-08 08:21:47,361
2024-01-08 08:21:52,363
2024-01-08 08:21:58,366
2024-01-08 08:22:14,361
2024-01-08 08:22:19,364
2024-01-08 08:22:24,365
2024-01-08 08:22:29,366
2024-01-08 08:22:35,368
2024-01-08 08:22:40,365
2024-01-08 08:22:51,365
2024-01-08 08:22:56,364
2024-01-08 08:23:01,369
2024-01-08 08:23:06,364
2024-01-08 08:23:12,370
2024-01-08 08:23:17,368
2024-01-08 08:23:28,367
2024-01-08 08:23:33,359
2024-01-08 08:23:38,366
2024-01-08 08:23:43,364
2024-01-08 08:23:49,365
2024-01-08 08:23:54,363
2024-01-08 08:24:05,367
2024-01-08 08:24:10,368
2024-01-08 08:24:15,362
2024-01-08 08:24:20,367
2024-01-08 08:24:26,367
2024-01-08 08:24:31,366
2024-01-08 08:24:42,365
2024-01-08 08:24:47,363
2024-01-08 08:24:52,368
2024-01-08 08:24:58,371
2024-01-08 08:25:03,368
2024-01-08 08:25:08,367
2024-01-08 08:25:19,359
2024-01-08 08:25:24,356
2024-01-08 08:25:29,362
2024-01-08 08:25:35,369
2024-01-08 08:25:40,369
2024-01-08 08:25:45,358
2024-01-08 08:25:56,12
2024-01-08 08:26:01,11
2024-01-08 08:26:06,12
2024-01-08 08:26:12,11
2024-01-08 08:26:17,12
2024-01-08 08:26:33,11
2024-01-08 08:26:43,12
2024-01-08 08:26:54,11
2024-01-08 08:26:59,12
2024-01-08 08:27:10,11
2024-01-08 08:27:15,12
2024-01-08 08:27:20,11
2024-01-08 08:27:26,13
2024-01-08 08:27:31,11
2024-01-08 08:27:36,13
2024-01-08 08:27:47,12
2024-01-08 08:27:52,11
2024-01-08 08:27:57,12
2024-01-08 08:28:03,11
2024-01-08 08:28:08,13
2024-01-08 08:28:13,11
2024-01-08 08:28:24,13
2024-01-08 08:28:29,11
2024-01-08 08:28:45,12
2024-01-08 08:28:50,11
2024-01-08 08:29:01,12
2024-01-08 08:29:06,11
2024-01-08 08:29:11,13
2024-01-08 08:29:17,11
2024-01-08 08:29:22,12
2024-01-08 08:29:38,11
2024-01-08 08:29:48,13
2024-01-08 08:30:15,11
2024-01-08 08:30:20,12
2024-01-08 08:30:31,13
2024-01-08 08:30:41,11
2024-01-08 08:30:52,13
2024-01-08 08:30:57,11
2024-01-08 08:31:02,12
2024-01-08 08:31:18,11
2024-01-08 08:31:29,13
2024-01-08 08:31:34,11
2024-01-08 08:31:39,12
2024-01-08 08:31:45,11
2024-01-08 08:31:50,13
2024-01-08 08:32:06,12
2024-01-08 08:32:11,13
2024-01-08 08:32:16,11
2024-01-08 08:32:22,12
2024-01-08 08:32:27,11
2024-01-08 08:32:43,12
2024-01-08 08:32:48,11
2024-01-08 08:32:53,13
2024-01-08 08:32:59,11
2024-01-08 08:33:04,12
2024-01-08 08:33:09,11
2024-01-08 08:33:25,12
2024-01-08 08:33:36,13
2024-01-08 08:33:41,11
2024-01-08 08:33:46,13
2024-01-08 08:33:57,12
2024-01-08 08:34:02,13
2024-01-08 08:34:23,11
2024-01-08 08:34:34,12
2024-01-08 08:34:39,11
2024-01-08 08:34:44,13
2024-01-08 08:34:50,12
2024-01-08 08:34:55,13
2024-01-08 08:35:11,12
2024-01-08 08:35:16,13
2024-01-08 08:35:21,11
2024-01-08 08:35:27,13
2024-01-08 08:35:37,12
2024-01-08 08:35:58,11
2024-01-08 08:36:25,12
2024-01-08 08:36:30,13
2024-01-08 08:36:41,12
2024-01-08 08:36:46,13
2024-01-08 08:36:51,11
2024-01-08 08:37:02,13
2024-01-08 08:37:07,12
2024-01-08 08:37:12,13
2024-01-08 08:37:18,12
2024-01-08 08:37:23,13
2024-01-08 08:37:28,12
2024-01-08 08:37:44,11
2024-01-08 08:37:55,13
2024-01-08 08:38:00,12
2024-01-08 08:38:05,13
2024-01-08 08:38:16,12
2024-01-08 08:38:26,13
2024-01-08 08:38:32,11
2024-01-08 08:38:37,12
2024-01-08 08:38:42,11
2024-01-08 08:38:53,13
2024-01-08 08:38:58,12
2024-01-08 08:39:09,11
2024-01-08 08:39:19,13
2024-01-08 08:39:40,12
2024-01-08 08:40:12,13
2024-01-08 08:40:23,12
2024-01-08 08:40:44,11
2024-01-08 08:41:00,12
2024-01-08 08:41:05,13
2024-01-08 08:41:10,12
2024-01-08 08:41:26,11
2024-01-08 08:41:31,13
2024-01-08 08:41:37,12
2024-01-08 08:41:42,13
2024-01-08 08:41:58,11
2024-01-08 08:42:03,13
2024-01-08 08:42:08,11
2024-01-08 08:42:14,12
2024-01-08 08:42:40,13
2024-01-08 08:42:45,11
2024-01-08 08:42:51,12
2024-01-08 08:43:12,13
2024-01-08 08:43:17,12
2024-01-08 08:43:22,13
2024-01-08 08:43:28,12
2024-01-08 08:43:33,13
2024-01-08 08:43:38,12
2024-01-08 08:43:49,13
2024-01-08 08:43:54,12
2024-01-08 08:43:59,13
2024-01-08 08:44:10,12
2024-01-08 08:44:26,11
2024-01-08 08:44:31,12
2024-01-08 08:44:42,13
2024-01-08 08:44:47,12
2024-01-08 08:44:52,13
2024-01-08 08:45:03,11
2024-01-08 08:45:08,12
2024-01-08 08:45:24,13
2024-01-08 08:45:29,12
2024-01-08 08:45:40,13
2024-01-08 08:45:45,11
2024-01-08 08:45:56,12
2024-01-08 08:46:01,11
2024-01-08 08:46:06,12
2024-01-08 08:46:17,13
2024-01-08 08:46:22,11
2024-01-08 08:46:28,12
2024-01-08 08:46:43,13
2024-01-08 08:46:54,12
2024-01-08 08:46:59,13
2024-01-08 08:47:05,11
2024-01-08 08:47:10,12
2024-01-08 08:47:15,13
2024-01-08 08:47:20,12
2024-01-08 08:47:36,13
2024-01-08 08:47:42,11
2024-01-08 08:47:47,12
2024-01-08 08:48:13,11
2024-01-08 08:48:19,13
2024-01-08 08:48:34,12
2024-01-08 08:48:50,11
2024-01-08 08:48:56,12
2024-01-08 08:49:06,13
2024-01-08 08:49:11,11
2024-01-08 08:49:22,13
2024-01-08 08:49:27,11
2024-01-08 08:49:33,12
2024-01-08 08:50:04,13
2024-01-08 08:50:15,12
2024-01-08 08:50:20,11
2024-01-08 08:50:36,13
2024-01-08 08:50:41,11
2024-01-08 08:50:47,13
2024-01-08 08:50:52,12
2024-01-08 08:50:57,13
2024-01-08 08:51:02,12
2024-01-08 08:51:24,13
2024-01-08 08:51:39,12
2024-01-08 08:51:55,13
2024-01-08 08:52:01,11
2024-01-08 08:52:06,13
2024-01-08 08:52:11,11
2024-01-08 08:52:16,13
2024-01-08 08:52:27,12
2024-01-08 08:52:32,13
2024-01-08 08:52:38,12
2024-01-08 08:52:43,13
2024-01-08 08:52:48,12
2024-01-08 08:52:53,13
2024-01-08 08:53:25,12
2024-01-08 08:53:30,13
2024-01-08 08:53:46,12
2024-01-08 08:53:52,13
2024-01-08 08:54:02,12
2024-01-08 08:54:34,13
2024-01-08 08:54:39,12
2024-01-08 08:54:44,13
2024-01-08 08:55:00,11
2024-01-08 08:55:06,12
2024-01-08 08:55:16,13
2024-01-08 08:55:37,11
2024-01-08 08:55:43,12
2024-01-08 08:55:59,11
2024-01-08 08:56:09,13
2024-01-08 08:56:14,12
2024-01-08 08:56:20,13
2024-01-08 08:56:25,12
2024-01-08 08:56:30,13
2024-01-08 08:56:35,11
2024-01-08 08:56:46,12
2024-01-08 08:56:57,11
2024-01-08 08:57:02,12
2024-01-08 08:57:23,13
2024-01-08 08:57:28,12
2024-01-08 08:57:49,13
2024-01-08 08:58:00,12
2024-01-08 08:58:05,13
2024-01-08 08:58:11,11
2024-01-08 08:58:27,12
2024-01-08 08:58:42,13
2024-01-08 08:58:53,12
2024-01-08 08:58:58,11
2024-01-08 08:59:03,12
2024-01-08 08:59:14,13
2024-01-08 08:59:51,12
2024-01-08 09:00:07,11
2024-01-08 09:00:12,12
2024-01-08 09:00:39,11
2024-01-08 09:00:44,13
2024-01-08 09:00:49,11
2024-01-08 09:00:55,13
2024-01-08 09:01:10,12
2024-01-08 09:01:16,11
2024-01-08 09:01:21,12
2024-01-08 09:01:31,11
2024-01-08 09:01:42,13
2024-01-08 09:01:47,12
2024-01-08 09:01:53,13
2024-01-08 09:01:58,12
2024-01-08 09:02:25,11
2024-01-08 09:02:30,12
2024-01-08 09:02:40,13
2024-01-08 09:03:07,12
2024-01-08 09:03:17,11
2024-01-08 09:03:23,12
2024-01-08 09:03:39,13
2024-01-08 09:03:49,12
2024-01-08 09:04:10,11
2024-01-08 09:04:16,12
2024-01-08 09:04:26,13
2024-01-08 09:04:31,11
2024-01-08 09:04:37,13
2024-01-08 09:04:53,12
2024-01-08 09:05:08,13
2024-01-08 09:05:13,12
2024-01-08 09:05:24,13
2024-01-08 09:05:30,12
2024-01-08 09:05:51,13
2024-01-08 09:06:07,12
2024-01-08 09:06:22,13
2024-01-08 09:06:27,11
2024-01-08 09:06:44,13
2024-01-08 09:06:49,12
2024-01-08 09:06:54,13
2024-01-08 09:06:59,12
2024-01-08 09:07:15,11
2024-01-08 09:07:26,13
2024-01-08 09:07:31,12
2024-01-08 09:07:41,13
2024-01-08 09:07:58,12
2024-01-08 09:08:08,11
2024-01-08 09:08:13,12
2024-01-08 09:08:19,11
2024-01-08 09:08:29,13
2024-01-08 09:08:45,12
2024-01-08 09:08:50,13
2024-01-08 09:08:55,12
2024-01-08 09:09:12,13
2024-01-08 09:09:27,12
2024-01-08 09:09:43,11
2024-01-08 09:09:49,12
2024-01-08 09:09:59,11
2024-01-08 09:10:10,12
2024-01-08 09:10:20,13
2024-01-08 09:10:41,11
2024-01-08 09:10:47,12
2024-01-08 09:11:13,13
2024-01-08 09:11:34,12
2024-01-08 09:11:40,11
2024-01-08 09:11:50,12
2024-01-08 09:11:55,11
2024-01-08 09:12:01,12
2024-01-08 09:12:11,11
2024-01-08 09:12:17,13
2024-01-08 09:12:38,11
2024-01-08 09:12:54,12
2024-01-08 09:12:59,11
2024-01-08 09:13:04,12
2024-01-08 09:13:31,13
2024-01-08 09:13:41,12
2024-01-08 09:13:46,11
2024-01-08 09:14:13,12
2024-01-08 09:14:24,11
2024-01-08 09:14:29,12
2024-01-08 09:14:45,13
2024-01-08 09:15:00,11
2024-01-08 09:15:27,12
2024-01-08 09:15:32,13
2024-01-08 09:15:38,11
2024-01-08 09:15:43,13
2024-01-08 09:15:59,12
2024-01-08 09:16:09,11
2024-01-08 09:16:14,13
2024-01-08 09:16:20,12
2024-01-08 09:16:36,11
2024-01-08 09:16:41,12
2024-01-08 09:16:46,11
2024-01-08 09:16:52,12
2024-01-08 09:16:57,11
2024-01-08 09:17:23,12
2024-01-08 09:17:34,11
2024-01-08 09:18:00,12
2024-01-08 09:18:06,11
2024-01-08 09:18:32,10
2024-01-08 09:18:37,12
2024-01-08 09:19:14,11
2024-01-08 09:19:20,12
2024-01-08 09:19:35,11
2024-01-08 09:19:46,12
2024-01-08 09:19:56,11
2024-01-08 09:20:02,12
2024-01-08 09:20:34,11
2024-01-08 09:20:49,12
2024-01-08 09:20:55,11
2024-01-08 09:21:16,10
2024-01-08 09:21:26,11
2024-01-08 09:21:32,12
2024-01-08 09:21:37,11
2024-01-08 09:21:48,12
2024-01-08 09:21:53,11
2024-01-08 09:22:09,12
2024-01-08 09:22:14,11
2024-01-08 09:22:19,10
2024-01-08 09:22:24,11
2024-01-08 09:22:41,10
2024-01-08 09:22:46,11
2024-01-08 09:23:18,10
2024-01-08 09:23:23,11
2024-01-08 09:23:28,12
2024-01-08 09:23:55,11
2024-01-08 09:24:00,12
2024-01-08 09:24:16,11
2024-01-08 09:24:21,12
2024-01-08 09:24:32,11
2024-01-08 09:24:37,12
2024-01-08 09:24:42,11
2024-01-08 09:24:47,12
2024-01-08 09:24:58,11
2024-01-08 09:25:09,10
2024-01-08 09:25:14,12
2024-01-08 09:25:19,10
2024-01-08 09:25:24,12
2024-01-08 09:25:30,11
2024-01-08 09:25:35,12
2024-01-08 09:25:46,11
2024-01-08 09:25:51,12
2024-01-08 09:25:56,11
2024-01-08 09:26:01,12
2024-01-08 09:26:06,39
2024-01-08 09:26:12,39
2024-01-08 09:26:23,39
2024-01-08 09:26:28,38
2024-01-08 09:26:44,37
2024-01-08 09:26:49,38
2024-01-08 09:27:10,37
2024-01-08 09:27:15,38
2024-01-08 09:27:26,39
2024-01-08 09:27:37,38
2024-01-08 09:27:42,39
2024-01-08 09:27:47,38
2024-01-08 09:28:03,37
2024-01-08 09:28:14,40
2024-01-08 09:28:19,38
2024-01-08 09:28:29,37
2024-01-08 09:28:35,38
2024-01-08 09:29:01,39
2024-01-08 09:29:06,38
2024-01-08 09:29:17,38
2024-01-08 09:29:28,39
2024-01-08 09:29:38,38
2024-01-08 09:29:49,37
2024-01-08 09:29:54,38
2024-01-08 09:30:05,40
2024-01-08 09:30:10,39
2024-01-08 09:30:15,38
2024-01-08 09:30:31,39
2024-01-08 09:30:42,38
2024-01-08 09:31:19,39
2024-01-08 09:31:24,37
2024-01-08 09:31:29,37
2024-01-08 09:31:34,38
2024-01-08 09:31:45,69
2024-01-08 09:31:56,91
2024-01-08 09:32:17,90
2024-01-08 09:32:22,91
2024-01-08 09:32:33,92
2024-01-08 09:32:38,90
2024-01-08 09:32:43,91
2024-01-08 09:32:48,91
2024-01-08 09:32:54,90
2024-01-08 09:32:59,91
2024-01-08 09:33:10,90
2024-01-08 09:33:15,92
2024-01-08 09:33:20,90
2024-01-08 09:33:47,91
2024-01-08 09:34:13,90
2024-01-08 09:34:24,91
2024-01-08 09:34:29,89
2024-01-08 09:34:34,90
2024-01-08 09:34:39,91
2024-01-08 09:34:45,91
2024-01-08 09:34:50,91
2024-01-08 09:35:01,90
2024-01-08 09:35:11,91
2024-01-08 09:35:22,90
2024-01-08 09:35:27,90
2024-01-08 09:35:38,180
2024-01-08 09:35:43,178
2024-01-08 09:35:48,179
2024-01-08 09:35:53,177
2024-01-08 09:35:59,179
2024-01-08 09:36:04,178
2024-01-08 09:36:15,177
2024-01-08 09:36:20,178
2024-01-08 09:36:30,179
2024-01-08 09:36:41,174
2024-01-08 09:36:52,175
2024-01-08 09:37:02,179
2024-01-08 09:37:07,177
2024-01-08 09:37:13,177
2024-01-08 09:37:18,176
2024-01-08 09:37:29,178
2024-01-08 09:37:34,179
2024-01-08 09:37:39,178
2024-01-08 09:37:55,177
2024-01-08 09:38:06,178
2024-01-08 09:38:11,176
2024-01-08 09:38:16,177
2024-01-08 09:38:21,178
2024-01-08 09:38:43,174
2024-01-08 09:38:48,171
2024-01-08 09:38:53,178
2024-01-08 09:38:58,179
2024-01-08 09:39:04,177
2024-01-08 09:39:09,178
2024-01-08 09:39:20,178
2024-01-08 09:39:35,174
2024-01-08 09:39:41,178
2024-01-08 09:39:57,178
2024-01-08 09:40:02,178
2024-01-08 09:40:18,176
2024-01-08 09:40:23,175
2024-01-08 09:40:34,178
2024-01-08 09:40:39,305
2024-01-08 09:40:44,313
2024-01-08 09:40:50,311
2024-01-08 09:40:55,308
2024-01-08 09:41:00,310
2024-01-08 09:41:11,314
2024-01-08 09:41:16,312
2024-01-08 09:41:21,313
2024-01-08 09:41:27,311
2024-01-08 09:41:32,310
2024-01-08 09:41:37,308
2024-01-08 09:41:48,311
2024-01-08 09:41:53,313
2024-01-08 09:41:58,312
2024-01-08 09:42:04,310
2024-01-08 09:42:09,314
2024-01-08 09:42:14,313
2024-01-08 09:42:25,310
2024-01-08 09:42:30,312
2024-01-08 09:42:35,311
2024-01-08 09:42:41,313
2024-01-08 09:42:46,308
2024-01-08 09:42:51,312
2024-01-08 09:43:02,310
2024-01-08 09:43:07,312
2024-01-08 09:43:12,310
2024-01-08 09:43:18,312
2024-01-08 09:43:23,303
2024-01-08 09:43:28,314
2024-01-08 09:43:39,313
2024-01-08 09:43:44,312
2024-01-08 09:43:49,314
2024-01-08 09:43:55,310
2024-01-08 09:44:00,312
2024-01-08 09:44:05,313
2024-01-08 09:44:16,304
2024-01-08 09:44:21,314
2024-01-08 09:44:26,311
2024-01-08 09:44:32,304
2024-01-08 09:44:37,313
2024-01-08 09:44:42,311
2024-01-08 09:44:53,310
2024-01-08 09:44:58,309
2024-01-08 09:45:03,310
2024-01-08 09:45:09,316
2024-01-08 09:45:14,14
2024-01-08 09:45:19,12
2024-01-08 09:45:30,10
2024-01-08 09:45:40,11
2024-01-08 09:45:46,10
2024-01-08 09:45:51,12
2024-01-08 09:45:56,10
2024-01-08 09:46:07,12
2024-01-08 09:46:12,11
2024-01-08 09:46:17,12
2024-01-08 09:46:23,11
2024-01-08 09:46:28,12
2024-01-08 09:46:33,10
2024-01-08 09:46:49,11
2024-01-08 09:46:54,10
2024-01-08 09:47:10,12
2024-01-08 09:47:21,10
2024-01-08 09:47:26,12
2024-01-08 09:47:31,10
2024-01-08 09:47:37,11
2024-01-08 09:47:42,10
2024-01-08 09:48:08,11
2024-01-08 09:48:14,12
2024-01-08 09:48:24,11
2024-01-08 09:48:40,12
2024-01-08 09:48:45,10
2024-01-08 09:48:51,12
2024-01-08 09:48:56,10
2024-01-08 09:49:01,12
2024-01-08 09:49:22,10
2024-01-08 09:49:28,11
2024-01-08 10:35:28,0
2024-01-08 10:35:33,12
2024-01-08 10:35:38,11
2024-01-08 10:36:10,10
2024-01-08 10:36:15,11
2024-01-08 10:36:20,10
2024-01-08 10:36:25,11
2024-01-08 10:36:31,12
2024-01-08 10:36:41,11
2024-01-08 10:36:47,12
2024-01-08 10:36:52,11
2024-01-08 10:37:24,12
2024-01-08 10:37:39,11
2024-01-08 10:38:06,13
2024-01-08 10:38:11,12
2024-01-08 10:38:33,11
2024-01-08 10:39:30,10
2024-01-08 10:39:36,11
2024-01-08 10:39:47,10
2024-01-08 10:39:52,11
2024-01-08 10:39:57,11
2024-01-08 10:40:07,12
2024-01-08 10:40:13,11
